============================================================
AEIN Training -- BIRD Dataset
Device: cuda | Epochs: 200 | LR: 0.001
============================================================

### Label Generation
> python generate_labels.py --solver dsharp --data_dir ./data/BIRD --solver_path ./external/dsharp --output ./data/labels/bird_labels.pkl

### Training Command
> python train_sat.py --data bird --epochs 200 --lr 0.001 --seed 42

[SAT BIRD] Train:480 Test:120
Model params: 108,164

Pre-building graphs...
Epoch   1 | Train: 1.4454 | Test: 1.4462 *
Epoch   2 | Train: 1.4482 | Test: 1.4447 *
Epoch   3 | Train: 1.4351 | Test: 1.4426 *
Epoch   4 | Train: 1.4450 | Test: 1.4463  
Epoch   5 | Train: 1.4382 | Test: 1.4376 *
Epoch   6 | Train: 1.4470 | Test: 1.4412  
Epoch   7 | Train: 1.4450 | Test: 1.4444  
Epoch   8 | Train: 1.4205 | Test: 1.4255 *
Epoch   9 | Train: 1.4421 | Test: 1.4355  
Epoch  10 | Train: 1.4306 | Test: 1.4311  
Epoch  11 | Train: 1.4278 | Test: 1.4351  
Epoch  12 | Train: 1.4256 | Test: 1.4231 *
Epoch  13 | Train: 1.4340 | Test: 1.4352  
Epoch  14 | Train: 1.4287 | Test: 1.4274  
Epoch  15 | Train: 1.4247 | Test: 1.4302  
Epoch  16 | Train: 1.4182 | Test: 1.4258  
Epoch  17 | Train: 1.3839 | Test: 1.3869 *
Epoch  18 | Train: 1.4092 | Test: 1.4048  
Epoch  19 | Train: 1.4150 | Test: 1.4211  
Epoch  20 | Train: 1.4162 | Test: 1.4213  
Epoch  21 | Train: 1.4073 | Test: 1.4087  
Epoch  22 | Train: 1.4132 | Test: 1.4091  
Epoch  23 | Train: 1.4149 | Test: 1.4131  
Epoch  24 | Train: 1.4137 | Test: 1.4113  
Epoch  25 | Train: 1.3916 | Test: 1.3952  
Epoch  26 | Train: 1.3976 | Test: 1.3951  
Epoch  27 | Train: 1.4074 | Test: 1.3957  
Epoch  28 | Train: 1.3821 | Test: 1.3876  
Epoch  29 | Train: 1.4102 | Test: 1.4031  
Epoch  30 | Train: 1.4025 | Test: 1.3983  
Epoch  31 | Train: 1.4059 | Test: 1.4063  
Epoch  32 | Train: 1.3713 | Test: 1.3740 *
Epoch  33 | Train: 1.3902 | Test: 1.3974  
Epoch  34 | Train: 1.3871 | Test: 1.3858  
Epoch  35 | Train: 1.3839 | Test: 1.3803  
Epoch  36 | Train: 1.3995 | Test: 1.3878  
Epoch  37 | Train: 1.3833 | Test: 1.3864  
Epoch  38 | Train: 1.3682 | Test: 1.3723 *
Epoch  39 | Train: 1.3832 | Test: 1.3861  
Epoch  40 | Train: 1.3775 | Test: 1.3737  
Epoch  41 | Train: 1.3638 | Test: 1.3653 *
Epoch  42 | Train: 1.3468 | Test: 1.3523 *
Epoch  43 | Train: 1.3654 | Test: 1.3633  
Epoch  44 | Train: 1.3790 | Test: 1.3791  
Epoch  45 | Train: 1.3688 | Test: 1.3680  
Epoch  46 | Train: 1.3787 | Test: 1.3743  
Epoch  47 | Train: 1.3594 | Test: 1.3645  
Epoch  48 | Train: 1.3707 | Test: 1.3688  
Epoch  49 | Train: 1.3699 | Test: 1.3700  
Epoch  50 | Train: 1.3734 | Test: 1.3751  
