============================================================
AEIN Training -- SATLIB Dataset
Device: cuda | Epochs: 200 | LR: 0.001
============================================================

### Label Generation
> python generate_labels.py --solver dsharp --data_dir ./data/SATLIB --solver_path ./external/dsharp --output ./data/labels/satlib_labels.pkl

### Training Command
> python train_sat.py --data satlib --epochs 200 --lr 0.001 --seed 42

[SAT SATLIB] Train:400 Test:100
Model params: 108,164

Pre-building graphs...
Epoch   1 | Train: 1.5123 | Test: 1.5110 *
Epoch   2 | Train: 1.4953 | Test: 1.4935 *
Epoch   3 | Train: 1.5123 | Test: 1.5152  
Epoch   4 | Train: 1.5249 | Test: 1.5219  
Epoch   5 | Train: 1.4994 | Test: 1.5028  
Epoch   6 | Train: 1.5063 | Test: 1.5139  
Epoch   7 | Train: 1.4981 | Test: 1.5012  
Epoch   8 | Train: 1.5042 | Test: 1.5031  
Epoch   9 | Train: 1.5063 | Test: 1.5006  
Epoch  10 | Train: 1.4988 | Test: 1.5003  
Epoch  11 | Train: 1.4875 | Test: 1.4838 *
Epoch  12 | Train: 1.5062 | Test: 1.4990  
Epoch  13 | Train: 1.4843 | Test: 1.4842  
Epoch  14 | Train: 1.4884 | Test: 1.4888  
Epoch  15 | Train: 1.4788 | Test: 1.4873  
Epoch  16 | Train: 1.4963 | Test: 1.4931  
Epoch  17 | Train: 1.5051 | Test: 1.4938  
Epoch  18 | Train: 1.4775 | Test: 1.4777 *
Epoch  19 | Train: 1.4884 | Test: 1.4787  
Epoch  20 | Train: 1.4625 | Test: 1.4600 *
Epoch  21 | Train: 1.4475 | Test: 1.4604  
Epoch  22 | Train: 1.4463 | Test: 1.4532 *
Epoch  23 | Train: 1.4757 | Test: 1.4801  
Epoch  24 | Train: 1.4600 | Test: 1.4658  
Epoch  25 | Train: 1.4660 | Test: 1.4715  
Epoch  26 | Train: 1.4709 | Test: 1.4758  
Epoch  27 | Train: 1.4552 | Test: 1.4546  
Epoch  28 | Train: 1.4668 | Test: 1.4597  
Epoch  29 | Train: 1.4524 | Test: 1.4584  
Epoch  30 | Train: 1.4473 | Test: 1.4502 *
Epoch  31 | Train: 1.4616 | Test: 1.4596  
Epoch  32 | Train: 1.4543 | Test: 1.4500 *
Epoch  33 | Train: 1.4436 | Test: 1.4443 *
Epoch  34 | Train: 1.4561 | Test: 1.4484  
Epoch  35 | Train: 1.4422 | Test: 1.4439 *
Epoch  36 | Train: 1.4370 | Test: 1.4336 *
Epoch  37 | Train: 1.4372 | Test: 1.4355  
Epoch  38 | Train: 1.4274 | Test: 1.4222 *
Epoch  39 | Train: 1.4212 | Test: 1.4251  
Epoch  40 | Train: 1.4367 | Test: 1.4434  
Epoch  41 | Train: 1.4320 | Test: 1.4317  
Epoch  42 | Train: 1.4286 | Test: 1.4219 *
Epoch  43 | Train: 1.4309 | Test: 1.4407  
Epoch  44 | Train: 1.4182 | Test: 1.4141 *
Epoch  45 | Train: 1.4114 | Test: 1.4134 *
Epoch  46 | Train: 1.4266 | Test: 1.4231  
Epoch  47 | Train: 1.4187 | Test: 1.4182  
Epoch  48 | Train: 1.4181 | Test: 1.4117 *
Epoch  49 | Train: 1.4137 | Test: 1.4120  
