============================================================
AEIN Training -- Ablation: JGNN Baseline (No Attention)
Device: cuda | Epochs: 200 | LR: 0.001
============================================================

### Training Command
> python train_sat.py --data satlib --epochs 200 --lr 0.001 --no_attention --seed 42

[SAT Ablation SATLIB] Train:400 Test:100
Model params: 108,164

Pre-building graphs...
Epoch   1 | Train: 1.6334 | Test: 1.6277 *
Epoch   2 | Train: 1.6220 | Test: 1.6178 *
Epoch   3 | Train: 1.6423 | Test: 1.6377  
Epoch   4 | Train: 1.6214 | Test: 1.6290  
Epoch   5 | Train: 1.5993 | Test: 1.6030 *
Epoch   6 | Train: 1.5818 | Test: 1.5814 *
Epoch   7 | Train: 1.6183 | Test: 1.6210  
Epoch   8 | Train: 1.6027 | Test: 1.6070  
Epoch   9 | Train: 1.5996 | Test: 1.5982  
Epoch  10 | Train: 1.5952 | Test: 1.5893  
Epoch  11 | Train: 1.5820 | Test: 1.5803 *
Epoch  12 | Train: 1.6002 | Test: 1.5927  
Epoch  13 | Train: 1.5928 | Test: 1.6032  
Epoch  14 | Train: 1.5651 | Test: 1.5702 *
Epoch  15 | Train: 1.5862 | Test: 1.5872  
Epoch  16 | Train: 1.5939 | Test: 1.5905  
Epoch  17 | Train: 1.5662 | Test: 1.5752  
Epoch  18 | Train: 1.5872 | Test: 1.5890  
Epoch  19 | Train: 1.5805 | Test: 1.5837  
Epoch  20 | Train: 1.5887 | Test: 1.5812  
Epoch  21 | Train: 1.5596 | Test: 1.5657 *
Epoch  22 | Train: 1.5931 | Test: 1.5853  
Epoch  23 | Train: 1.5692 | Test: 1.5755  
Epoch  24 | Train: 1.5583 | Test: 1.5570 *
Epoch  25 | Train: 1.5731 | Test: 1.5622  
Epoch  26 | Train: 1.5947 | Test: 1.5935  
Epoch  27 | Train: 1.5740 | Test: 1.5746  
Epoch  28 | Train: 1.5787 | Test: 1.5788  
Epoch  29 | Train: 1.5739 | Test: 1.5671  
Epoch  30 | Train: 1.5811 | Test: 1.5704  
Epoch  31 | Train: 1.5455 | Test: 1.5483 *
Epoch  32 | Train: 1.5573 | Test: 1.5531  
Epoch  33 | Train: 1.5580 | Test: 1.5550  
Epoch  34 | Train: 1.5469 | Test: 1.5473 *
Epoch  35 | Train: 1.5841 | Test: 1.5759  
Epoch  36 | Train: 1.5395 | Test: 1.5377 *
Epoch  37 | Train: 1.5570 | Test: 1.5594  
Epoch  38 | Train: 1.5443 | Test: 1.5410  
Epoch  39 | Train: 1.5524 | Test: 1.5496  
Epoch  40 | Train: 1.5573 | Test: 1.5456  
Epoch  41 | Train: 1.5350 | Test: 1.5375 *
Epoch  42 | Train: 1.5514 | Test: 1.5478  
Epoch  43 | Train: 1.5367 | Test: 1.5302 *
Epoch  44 | Train: 1.5279 | Test: 1.5279 *
Epoch  45 | Train: 1.5321 | Test: 1.5357  
Epoch  46 | Train: 1.5340 | Test: 1.5458  
Epoch  47 | Train: 1.5242 | Test: 1.5288  
Epoch  48 | Train: 1.5478 | Test: 1.5401  
Epoch  49 | Train: 1.5445 | Test: 1.5375  
Epoch  50 | Train: 1.5125 | Test: 1.5117 *
Epoch  51 | Train: 1.5149 | Test: 1.5168  
